0.027565084,0.02563585,0.459459459,0.08045977,0.173410405,0.591304348,0.148363034,0.18134715,0.005752637,0.014366342,0.026473757,0.771523179,0.022283483,0.028571429,0.097791798,0.749473684,0.054706659,0.604928764,0.354359926,0.001354517,0.257211538,0.044189853,0.574683544
0.076569678,0.027250706,0.216216216,0.052681992,0.167630058,0.034782609,0.005801906,0.010362694,0.245445829,0.270395074,0.002616592,0.509933775,0.023202389,0.302197802,0.097791798,0.313684211,0.006225241,0.039661147,0.042671614,0.489273686,0.108173077,0.088379705,0.493670886
0.109086641,0.052356971,0.175675676,0.188324819,0.394348105,0.286956522,0.304884559,0.446116731,0.1936721,0.19497178,0.034622817,0.509933775,0.046419546,0.2,0.14511041,0.435789474,0.005376344,0.005775895,0.245310245,0.240079075,0.443032662,0.160392799,0.372085856
0.104134763,0.031489705,0.094594595,0.166666667,0.329479769,0.560869565,0.122254455,0.295336788,0.05177373,0.071318625,0.003386178,0.652317881,0.03606708,0.097802198,0.141955836,0.658947368,0.004338804,0.043126685,0.215213358,0.152877434,0.314903846,0.050736498,0.372085856
0.081163859,0.074283407,0.554054054,0.392720307,0.265895954,0.839130435,0.702030667,0.747841105,0.188878236,0.206772704,0.030321687,0.705298013,0.018148403,0.230769231,0.214511041,0.827368421,0.153555933,0.578359646,0.27458256,0.015558647,0.704326923,0.985270049,0.763291139
0.070444104,0.038352846,0.294217011,0.205938697,0.485549133,0.639130435,0.309573145,0.601036269,0.058485139,0.085684967,0.047252578,0.708609272,0.03468872,0.120879121,0.141955836,0.732631579,0.030088663,0.140161725,0.19109462,0.00153756,0.625,0.258592471,0.372085856
0.050535988,0.026846992,0.432432432,0.159003831,0.323699422,0.330434783,0.403232491,0.347150259,0.019175455,0.031811185,0.054948438,0.57615894,0.025269929,0.050549451,0.041009464,0.498947368,0.010281079,0.087793608,0.024118738,0.018999854,0.430288462,0.032733224,0.405063291
0.168453292,0.013524425,0.081081081,0.061302682,0.132947977,0.434782609,0.002486531,0.025906736,0.05177373,0.109799897,0.002616592,0.493377483,0.008729612,0.18021978,0.195583596,0.496842105,0.023203169,0.094339623,0.057513915,0.482684141,0.108173077,0.047463175,0.515189873
0.120980092,0.011707711,0.378378378,0.144636015,0.398843931,0.347826087,0.347699959,0.73402418,0.001917546,0.004104669,0.021086655,0.675496689,0.069377441,0.010989011,0.088328076,0.570526316,0.010941332,0.018482865,0.350649351,0.000402694,0.735576923,0.001636661,0.236708861
0.109086641,0.052356971,0.162162162,0.188324819,0.394348105,0.126086957,0.304884559,0.446116731,0.142857143,0.167265264,0.034622817,0.450331126,0.046419546,0.198901099,0.350157729,0.32,0.024617997,0.271852137,0.245310245,0.005820764,0.443032662,0.183306056,0.372085856
0.093415008,0.002018571,0.081081081,0.101532567,0.219653179,0.239130435,0.309987567,0.243523316,0.023010547,0.024628014,0.018008312,0.394039735,0.075809786,0.030769231,0.082018927,0.338947368,0.002358046,0.010396611,0.270871985,0.051727925,0.338942308,0.011456628,0.267088608
0.003062787,0.051877271,0.459459459,0.077586207,0.260115607,0.865217391,0.202237878,0.20552677,0.003835091,0.012314007,0.020317069,0.652317881,0.016080864,0.026373626,0.116719243,0.806315789,0.017921147,0.040046207,0.163265306,0.030019036,0.338942308,0.026186579,0.165822785
0.109086641,0.029672992,0.391891892,0.188324819,0.394348105,0.573913043,0.304884559,0.446116731,0.008628955,0.030271934,0.034622817,0.82781457,0.046419546,0.059340659,0.167192429,0.776842105,0.015657423,0.116673084,0.245310245,0.00721189,0.443032662,0.060556465,0.297468354
0.013782542,0.01937828,0.294217011,0.114942529,0.190751445,0.143478261,0.10567758,0.172711572,0.04506232,0.06362237,0.005694936,0.370860927,0.02113485,0.089010989,0.034700315,0.277894737,0.003678551,0.013862149,0.148423006,0.434141163,0.28125,0.037643208,0.372085856
